x, y, time_span
381,119,27.5286
389,130,17.8974
392,117,16.8725
414,130,15.8704
402,142,15.6543
415,158,29.7308
406,182,12.809
430,181,10.7818
431,175,33.6187
434,185,15.7402
432,184,14.2121
426,187,13.854
417,208,14.2592
419,210,12.8812
409,209,10.6645
401,213,17.7483
407,205,16.3779
428,197,32.0367
433,187,13.5908
405,166,16.6206
403,173,13.2125
408,174,12.0841
404,173,10.5598
391,202,16.9179
391,198,15.4958
395,196,14.506
386,191,29.4725
392,192,11.6001
409,183,18.6471
409,179,17.8737
440,187,17.5631
445,185,17.2336
449,183,14.4422
443,195,13.5238
449,199,12.8044
438,185,27.9487
430,175,17.8851
428,168,16.4096
438,168,16.2555
435,169,15.2691
438,174,13.9642
432,198,12.5489
432,202,12.2006
437,199,10.5412
454,174,33.8925
460,163,15.4539
456,129,14.7036
459,148,14.2805
456,145,13.0645
439,157,12.8659
433,159,11.1881
434,148,17.399
447,154,16.8314
445,156,31.4968
447,151,13.9203
452,147,12.7629
464,158,12.0545
475,158,11.6883
478,159,18.8765
481,160,16.4023
483,162,15.6272
491,171,14.8329
488,162,29.8528
481,161,11.8761
472,157,19.0445
471,154,18.3187
477,145,17.7792
485,148,16.7206
477,151,16.7205
473,135,15.1478
473,123,12.453
475,138,27.8142
475,133,17.5727
472,123,16.7583
487,154,16.0876
484,160,15.0957
487,156,15.0497
477,171,12.6201
472,174,11.5102
471,168,18.6786
474,151,33.6913
454,181,15.756
451,185,15.0729
467,155,14.0365
480,155,13.7216
479,156,13.026
485,162,10.5314
480,156,18.1006
484,158,17.0527
478,163,31.9272
479,166,13.9393
480,167,12.4727
481,174,12.3763
476,178,11.7655
468,175,18.4695
471,176,16.7185
470,166,15.6304
467,160,14.3747
464,151,29.9296
464,148,11.7792
463,144,18.9425
455,153,18.1884
456,155,17.3346
459,155,16.9953
461,158,14.7376
461,151,13.605
461,146,12.7658
463,140,27.4077
464,136,17.7987
464,143,16.6396
473,144,15.8478
474,158,15.5017
477,157,14.6535
475,162,12.5972
474,167,11.9517
475,159,18.9127
476,153,33.8215
474,155,15.6214
471,155,14.3161
475,146,14.0632
464,119,13.54
465,125,12.3031
466,125,10.9678
466,117,17.8869
467,112,16.4734
489,133,31.9881
492,135,13.4143
490,130,12.7448
489,132,12.1669
482,132,11.1293
484,138,18.5774
478,144,16.711
478,147,15.7114
476,145,14.7328
474,155,29.6749
481,164,11.8174
482,163,18.7917
479,157,17.769
477,156,17.3985
477,150,17.0383
476,143,14.3777
477,142,13.7206
478,136,12.8126
480,138,27.809
477,143,17.8262
477,144,16.298
477,155,16.2205
472,134,15.1858
472,122,14.3842
466,114,12.6841
464,137,11.6884
464,138,18.3368
462,133,47.3928
460,136,15.5894
462,145,14.018
460,146,13.2318
471,148,12.934
476,149,11.0235
478,149,17.4235
477,148,16.8918
472,143,31.3823
470,128,13.5654
466,132,12.8665
465,144,11.6937
466,147,19.2338
452,153,18.9223
450,154,19.9045
452,157,15.6534
454,155,14.7937
466,104,29.5442
464,108,11.8248
466,106,18.3215
462,128,18.2619
463,129,17.6822
465,123,16.2896
459,134,14.5519
460,133,14.0428
458,138,12.3607
449,138,28.1872
448,135,9.53814
454,137,16.8246
459,140,16.5191
460,140,15.381
461,135,15.1041
457,131,12.8147
454,126,11.3832
449,118,18.6685
441,114,33.3497
444,111,15.6526
453,109,14.8685
543,158,11.6048
542,154,16.9921
537,154,16.2285
534,152,15.693
536,145,13.1748
528,126,29.1022
528,128,11.5167
527,126,18.5526
531,133,18.2655
536,141,16.2515
536,159,15.1754
535,153,13.8627
533,145,13.2125
533,145,14.5159
532,146,25.9768
531,143,18.0498
531,153,16.0247
526,165,14.526
510,182,15.0994
375,304,95.5025
290,425,10.6057
236,466,22.9775
190,509,5.75624
189,583,12.1507
178,629,8.59113
208,633,16.7176
199,657,15.5371
195,674,14.9053
219,694,28.2637
213,666,10.3092
199,670,17.473
214,683,17.2308
201,671,14.9268
172,687,14.3194
178,693,13.3669
213,715,12.0337
213,721,11.3536
200,722,34.0904
198,716,16.85
209,716,16.3914
222,715,15.4055
205,721,15.1475
198,700,12.1298
208,700,12.0428
216,706,10.2568
200,701,17.3367
198,687,32.1612
193,700,19.2145
183,690,17.8463
184,680,19.2253
178,690,13.6395
182,706,11.4254
189,708,18.6764
181,709,17.7307
214,724,16.2205
223,728,31.8789
222,730,13.6011
224,729,13.6381
196,717,12.7929
222,723,11.3327
205,714,17.8644
183,709,16.5929
192,719,16.3087
177,710,14.6262
172,707,29.2112
176,708,12.5392
178,706,12.1558
214,650,10.4562
236,599,18.1857
248,568,16.3907
247,563,14.2916
244,556,13.8877
244,549,12.9668
239,535,26.9369
250,459,18.4526
270,423,16.8188
366,357,16.19
412,323,15.4372
443,306,125.097
399,230,2.27379
409,187,17.7301
414,181,16.9033
417,188,11.2303
409,165,19.5517
407,162,15.7279
406,159,13.1913
405,141,23.0062
400,128,12.9683
397,118,11.8237
398,121,18.5333
397,116,17.0548
398,120,16.3084
400,125,14.8606
401,130,14.2425
405,136,13.4832
416,145,28.2427
421,162,10.5803
424,166,17.546
425,166,17.7362
428,165,15.9685
428,163,13.7706
422,154,13.0751
414,139,12.0156
414,137,10.9429
411,132,34.63
412,133,21.5875
421,138,12.3039
428,148,12.0121
429,149,12.8275
429,152,7.66212
428,153,12.8074
429,153,11.4083
430,151,18.6611
430,152,33.0639
426,151,15.9749
426,152,15.4026
422,155,14.2789
404,160,13.1365
342,219,11.6062
343,223,18.1349
337,224,17.1392
328,227,16.6536
327,231,30.737
326,238,14.3643
319,240,13.0427
319,238,12.3814
315,234,11.5405
319,236,17.1878
319,229,16.8601
319,229,15.6646
325,227,14.2061
383,213,30.8725
391,211,11.7056
413,190,19.3227
414,182,18.9479
411,189,16.868
410,176,15.7778
412,179,14.8569
410,181,13.3599
412,181,12.8355
410,183,27.3371
409,188,18.3217
390,195,17.3661
393,190,15.8397
390,191,15.4679
372,212,14.2348
370,214,12.3846
368,209,12.0355
365,207,10.6719
370,226,35.6804
370,227,15.3097
370,223,13.9975
370,220,14.3215
371,213,11.6215
370,205,17.8457
369,204,17.2806
365,201,16.4602
364,200,14.9184
364,199,30.366
366,198,11.9675
370,202,19.9836
369,201,19.3958
366,191,16.9114
365,190,16.2715
352,214,15.2591
338,236,13.9683
334,242,13.2283
324,261,28.0947
314,286,10.6003
315,296,18.4414
314,295,16.8316
310,296,16.9221
306,299,14.4715
305,297,13.5437
305,296,12.1819
303,295,11.6083
303,290,68.4676
296,307,42.6659
292,306,20.1236
312,195,14.8543
302,192,13.238
298,194,12.8196
295,194,12.3751
296,192,15.6846
293,191,10.7647
295,196,32.0423
300,206,14.6609
299,202,16.2148
277,195,14.6623
270,189,15.1949
292,188,14.5212
292,189,14.9949
288,175,11.5786
286,170,17.146
313,170,31.2306
311,166,13.0832
316,167,11.5401
344,209,18.3587
346,206,18.0998
340,212,16.2629
340,211,17.1557
339,208,18.1019
340,210,15.5525
338,219,28.3512
338,221,10.2902
340,222,16.4943
338,220,15.4776
340,222,13.9597
342,222,13.1949
341,224,13.3645
340,223,11.7517
341,215,19.385
345,223,32.9855
346,225,15.3064
347,226,14.1174
346,223,13.5305
338,208,12.3063
328,186,12.1963
329,187,10.787
330,192,19.2162
333,199,17.3771
337,203,32.9397
344,203,15.2589
349,206,12.9135
350,203,12.4758
345,201,11.9839
345,198,16.8319
345,200,16.9771
337,214,16.052
336,215,18.0023
347,235,33.5166
348,236,14.1923
355,237,13.5678
354,238,12.7388
349,237,11.5912
355,237,20.3604
354,237,11.5477
351,238,17.3503
355,237,16.3892
345,236,32.7353
352,232,14.7858
369,246,13.5656
403,276,10.9289
401,275,18.9685
415,285,17.3707
429,286,16.5242
423,282,15.4827
427,277,15.2251
415,266,30.8441
419,268,13.9489
408,244,10.9646
404,242,17.3325
395,241,16.4013
395,239,15.3602
395,242,14.4526
391,248,14.0633
392,246,12.0651
393,246,27.9793
391,239,17.943
388,244,16.2083
394,244,16.8423
400,241,15.4664
403,241,28.6141
404,249,11.7047
405,250,48.9728
406,256,44.8891
396,255,11.2241
399,260,33.5435
400,261,16.877
401,263,16.2085
406,267,30.8875
403,276,12.6644
406,274,11.9219
407,277,19.1703
407,277,18.8781
409,283,17.9563
413,284,32.5392
417,283,14.7069
425,284,30.6506
424,283,11.6658
425,282,19.7311
440,299,16.9413
447,297,14.8551
453,302,12.4297
454,303,14.4053
453,307,10.5532
447,311,19.2266
449,311,32.1596
435,309,14.7717
439,302,13.9239
439,300,12.368
438,298,11.7699
439,298,18.8709
440,299,17.6365
451,307,17.3772
454,312,17.9599
451,325,30.5961
451,328,12.5607
450,330,10.7665
446,327,18.8023
444,328,18.7286
443,323,16.3011
443,323,15.9228
441,324,15.0755
436,322,14.2611
434,322,29.0197
430,321,10.4818
436,319,32.9266
434,319,14.9015
448,324,14.569
425,320,14.234
425,317,12.5609
425,314,12.3234
426,313,26.2972
427,312,16.7434
431,317,15.6035
433,318,14.4722
433,318,13.4414
433,318,12.4692
430,318,11.5132
427,320,19.1141
426,322,19.3846
424,327,33.0638
423,324,14.7364
423,322,13.4605
423,318,27.7286
418,319,17.9704
423,320,33.2084
420,321,22.5672
415,326,24.5074
424,328,13.0625
422,334,27.4623
422,337,17.5912
429,339,33.2068
435,337,15.5038
430,344,45.0691
431,345,12.3124
435,345,10.475
434,345,17.0422
433,343,16.4763
435,342,16.6493
438,341,14.6118
433,340,15.7086
433,335,14.2557
435,333,29.2846
437,336,11.5066
438,339,15.9625
436,337,16.0111
435,337,15.1813
431,334,14.2258
428,331,12.4119
430,328,10.3103
431,330,17.1584
438,336,31.394
449,345,13.0482
450,343,12.4074
456,342,12.8156
468,344,9.7787
474,344,17.5994
485,370,26.6663
483,373,19.4808
475,375,19.5196
457,376,13.5673
449,376,14.9947
450,380,14.377
448,378,10.3081
446,380,20.8127
444,383,10.791
445,384,34.4636
442,385,18.3916
438,385,14.0546
437,388,15.7376
438,388,12.4604
441,390,9.44567
441,389,18.7041
442,390,17.7387
442,389,15.0918
450,379,32.4728
450,380,12.9471
449,380,14.8123
447,385,13.7409
447,386,8.40403
446,390,17.7399
446,389,16.653
446,390,13.3069
448,391,15.1089
453,389,29.9864
453,388,13.1557
454,388,14.3607
453,386,7.26318
455,383,17.6352
454,380,15.7953
453,383,12.3777
451,389,13.6648
448,393,12.8128
447,397,32.6558
448,396,11.5918
450,393,15.3121
449,392,16.6419
444,398,14.7755
444,398,11.3677
444,397,22.0434
443,395,11.7245
443,393,17.4539
446,387,34.9346
451,385,15.6201
452,382,17.3199
463,379,15.6437
492,369,10.3898
508,362,19.567
509,359,18.7158
509,359,15.9064
519,355,16.6546
514,355,30.8534
514,355,17.3769
515,353,18.8213
518,351,16.8655
518,350,15.9147
518,356,14.8792
517,358,11.3641
519,360,20.4331
522,361,12.4932
532,359,23.7284
529,360,14.4496
672,323,10.5103
779,296,22.2585
843,280,22.4137
884,269,15.8778
884,269,28.9742
886,241,31.0463
886,246,16.3274
678,306,14.9929
613,329,12.387
565,354,7.47057
536,371,31.0584
538,373,10.8912
542,384,49.6727
544,383,18.5574
552,376,17.9893
550,380,13.6031
668,318,15.5988
694,310,12.8711
734,274,10.8349
707,273,19.4061
731,277,49.8237
